"Date","Price","Open","High","Low","Change %"
"06/01/2019","8.650","9.000","9.150","8.650","-2.81%"
"05/01/2019","8.900","9.900","9.900","8.900","-10.10%"
"04/01/2019","9.900","10.400","10.600","9.900","-4.81%"
"03/01/2019","10.400","10.700","10.700","10.300","-2.80%"
"02/01/2019","10.700","10.000","11.000","10.000","7.00%"
"01/01/2019","10.000","10.600","11.000","9.950","-5.66%"
"12/01/2018","10.600","11.200","11.200","10.100","-5.36%"
"11/01/2018","11.200","10.950","11.550","10.600","2.28%"
"10/01/2018","10.950","10.000","11.000","9.500","9.50%"
"09/01/2018","10.000","9.050","10.250","8.950","10.50%"
"08/01/2018","9.050","9.300","9.300","9.000","-2.69%"
"07/01/2018","9.300","9.500","9.750","9.250","-2.62%"
"06/01/2018","9.550","9.867","9.900","9.400","-3.21%"
"05/01/2018","9.867","9.700","9.867","9.683","1.90%"
"04/01/2018","9.683","9.767","9.800","9.617","0.69%"
"03/01/2018","9.617","9.600","9.663","9.533","0.18%"
"02/01/2018","9.600","8.938","9.600","8.900","7.71%"
"01/01/2018","8.913","8.900","8.950","8.790","0.71%"
"12/01/2017","8.850","8.850","8.850","8.850","-5.65%"
"11/01/2017","9.380","9.380","9.380","9.380","-1.47%"
"10/01/2017","9.520","9.520","9.520","9.520","3.25%"
"09/01/2017","9.220","9.220","9.220","9.220","-3.96%"
"08/01/2017","9.600","9.600","9.600","9.600","-2.67%"
"07/01/2017","9.863","9.863","9.863","9.863","-5.98%"
"06/01/2017","10.490","10.490","10.490","10.490","-1.11%"
"05/01/2017","10.608","10.608","10.608","10.608","-1.21%"
"04/01/2017","10.738","10.738","10.738","10.738","-2.89%"
"03/01/2017","11.058","11.058","11.058","11.058","-2.14%"
"02/01/2017","11.300","11.300","11.300","11.300","1.87%"
"01/01/2017","11.093","11.093","11.093","11.093","8.97%"
"12/01/2016","10.180","10.180","10.180","10.180","-1.74%"
"11/01/2016","10.360","10.360","10.360","10.360","-0.22%"
"10/01/2016","10.383","10.383","10.383","10.383","2.90%"
"09/01/2016","10.090","10.090","10.090","10.090","-5.19%"
"08/01/2016","10.642","10.642","10.642","10.642","1.11%"
"07/01/2016","10.525","10.525","10.525","10.525","-0.77%"
"06/01/2016","10.607","10.607","10.607","10.607","1.22%"
"05/01/2016","10.479","10.479","10.479","10.479","0.63%"
"04/01/2016","10.413","10.413","10.413","10.413","-1.19%"
"03/01/2016","10.538","10.538","10.538","10.538","19.91%"
"02/01/2016","8.788","8.788","8.788","8.788","10.02%"
"01/01/2016","7.988","7.988","7.988","7.988","9.86%"
"12/01/2015","7.271","7.271","7.271","7.271","7.08%"
"11/01/2015","6.790","6.790","6.790","6.790","-3.00%"
"10/01/2015","7.000","7.000","7.000","7.000","-5.67%"
"09/01/2015","7.421","7.421","7.421","7.421","6.39%"
"08/01/2015","6.975","6.975","6.975","6.975","5.00%"
"07/01/2015","6.643","6.643","6.643","6.643","1.53%"
"06/01/2015","6.543","6.543","6.543","6.543","-0.46%"
"05/01/2015","6.573","6.573","6.573","6.573","-0.90%"
"04/01/2015","6.633","6.633","6.633","6.633","-6.91%"
"03/01/2015","7.125","7.125","7.125","7.125","6.68%"
"02/01/2015","6.679","6.679","6.679","6.679","9.60%"
"01/01/2015","6.094","6.094","6.094","6.094","1.18%"
"12/01/2014","6.023","6.023","6.023","6.023","0.27%"
"11/01/2014","6.007","6.007","6.007","6.007","-2.21%"
"10/01/2014","6.143","6.143","6.143","6.143","7.21%"
"09/01/2014","5.730","5.730","5.730","5.730","-12.52%"
"08/01/2014","6.550","6.550","6.550","6.550","-0.46%"
"07/01/2014","6.580","6.580","6.580","6.580","-5.09%"
"06/01/2014","6.933","6.933","6.933","6.933","-1.51%"
"05/01/2014","7.039","7.039","7.039","7.039","-0.86%"
"04/01/2014","7.100","7.100","7.100","7.100","-0.53%"
"03/01/2014","7.138","7.138","7.138","7.138","2.51%"
"02/01/2014","6.963","6.963","6.963","6.963","-3.37%"
"01/01/2014","7.206","7.206","7.206","7.206","-8.78%"
"12/01/2013","7.900","7.900","7.900","7.900","-20.00%"
"11/01/2013","9.875","9.875","9.875","9.875","-0.25%"
"10/01/2013","9.900","9.900","9.900","9.900","-3.47%"
"09/01/2013","10.256","10.256","10.256","10.256","-3.75%"
"08/01/2013","10.656","10.656","10.656","10.656","2.38%"
"07/01/2013","10.408","10.408","10.408","10.408","-4.90%"
"06/01/2013","10.944","10.944","10.944","10.944","0.45%"
"05/01/2013","10.895","10.895","10.895","10.895","-3.16%"
"04/01/2013","11.250","11.250","11.250","11.250","2.46%"
"03/01/2013","10.980","10.980","10.980","10.980","1.86%"
"02/01/2013","10.779","10.779","10.779","10.779","0.74%"
"01/01/2013","10.700","10.700","10.700","10.700","-6.96%"
"12/01/2012","11.500","11.500","11.500","11.500","-8.32%"
"11/01/2012","12.544","12.544","12.544","12.544","-0.01%"
"10/01/2012","12.545","12.545","12.545","12.545","2.83%"
"09/01/2012","12.200","12.200","12.200","12.200","-8.67%"
"08/01/2012","13.358","13.358","13.358","13.358","0.66%"
"07/01/2012","13.271","13.271","13.271","13.271","4.45%"
"06/01/2012","12.706","12.706","12.706","12.706","3.09%"
"05/01/2012","12.325","12.325","12.325","12.325","0.20%"
"04/01/2012","12.300","12.300","12.300","12.300","11.21%"
"03/01/2012","11.060","11.060","11.060","11.060","6.04%"
"02/01/2012","10.430","10.430","10.430","10.430","17.72%"
"01/01/2012","8.860","8.860","8.860","8.860","-4.11%"
"12/01/2011","9.240","9.240","9.240","9.240","5.84%"
"11/01/2011","8.730","8.730","8.730","8.730","15.17%"
"10/01/2011","7.580","7.580","7.580","7.580","1.61%"
"09/01/2011","7.460","7.460","7.460","7.460","1.08%"
"08/01/2011","7.380","7.380","7.380","7.380","0.27%"
"07/01/2011","7.360","7.360","7.360","7.360","-0.14%"
"06/01/2011","7.370","7.370","7.370","7.370","-0.54%"
"05/01/2011","7.410","7.410","7.410","7.410","-0.54%"
"04/01/2011","7.450","7.450","7.450","7.450","0.95%"
"03/01/2011","7.380","7.380","7.380","7.380","0.14%"
"02/01/2011","7.370","7.370","7.370","7.370","-0.14%"
"01/01/2011","7.380","7.380","7.380","7.380","-1.73%"
"12/01/2010","7.510","7.510","7.510","7.510","-1.18%"
"11/01/2010","7.600","7.600","7.600","7.600","2.84%"
"10/01/2010","7.390","7.390","7.390","7.390","2.50%"
"09/01/2010","7.210","7.210","7.210","7.210","-9.42%"
"08/01/2010","7.960","7.960","7.960","7.960","-11.46%"
"07/01/2010","8.990","8.990","8.990","8.990","-2.39%"
"06/01/2010","9.210","9.210","9.210","9.210","-1.60%"
"05/01/2010","9.360","9.360","9.360","9.360","0.43%"
"04/01/2010","9.320","9.320","9.320","9.320","-3.32%"
"03/01/2010","9.640","9.640","9.640","9.640","0.73%"
"02/01/2010","9.570","9.570","9.570","9.570","0.10%"
"01/01/2010","9.560","9.560","9.560","9.560","-0.42%"
"12/01/2009","9.600","9.600","9.600","9.600","1.37%"
"11/01/2009","9.470","9.470","9.470","9.470","-3.07%"
"10/01/2009","9.770","9.770","9.770","9.770","-11.34%"
"09/01/2009","11.020","11.020","11.020","11.020","-8.24%"
"08/01/2009","12.010","12.010","12.010","12.010","-1.31%"
"07/01/2009","12.170","12.170","12.170","12.170","-4.77%"
"06/01/2009","12.780","12.780","12.780","12.780","-4.63%"
"05/01/2009","13.400","13.400","13.400","13.400","-8.03%"
"04/01/2009","14.570","14.570","14.570","14.570","-14.55%"
"03/01/2009","17.050","17.050","17.050","17.050","-4.96%"
"02/01/2009","17.940","17.940","17.940","17.940","-5.63%"
"01/01/2009","19.010","19.010","19.010","19.010","-3.11%"
"12/01/2008","19.620","19.620","19.620","19.620","2.35%"
"11/01/2008","19.170","19.170","19.170","19.170","-4.15%"
"10/01/2008","20.000","20.000","20.000","20.000","5.32%"
"09/01/2008","18.990","18.990","18.990","18.990","3.49%"
"08/01/2008","18.350","18.350","18.350","18.350","-1.08%"
"07/01/2008","18.550","18.550","18.550","18.550","0.05%"
"06/01/2008","18.540","18.540","18.540","18.540","0.71%"
"05/01/2008","18.410","18.410","18.410","18.410","-1.34%"
"04/01/2008","18.660","18.660","18.660","18.660","-0.05%"
"03/01/2008","18.670","18.670","18.670","18.670","1.58%"
"02/01/2008","18.380","18.380","18.380","18.380","-5.21%"
"01/01/2008","19.390","19.390","19.390","19.390","-1.92%"
"12/01/2007","19.770","19.770","19.770","19.770","9.41%"
"11/01/2007","18.070","18.070","18.070","18.070","5.00%"
"10/01/2007","17.210","17.210","17.210","17.210","-3.56%"
"09/01/2007","17.845","17.845","17.845","17.845","4.44%"
"08/01/2007","17.087","17.087","17.087","17.087","0.41%"
"07/01/2007","17.017","17.017","17.017","17.017","0.06%"
"06/01/2007","17.006","17.006","17.006","17.006","12.13%"
"05/01/2007","15.167","15.167","15.167","15.167","4.04%"
"04/01/2007","14.578","14.578","14.578","14.578","2.62%"
"03/01/2007","14.206","14.206","14.206","14.206","1.73%"
"02/01/2007","13.964","13.964","13.964","13.964","3.11%"
"01/01/2007","13.543","13.543","13.543","13.543","1.45%"
"12/01/2006","13.350","13.350","13.350","13.350","5.34%"
"11/01/2006","12.673","12.673","12.673","12.673","2.77%"
